gene_a	gene_b	weight	source
FANCA	PPP4R1	0.4940	billmann_qgi
FASN	PPP4R1	0.4440	billmann_qgi
FASN	PPP4R1	0.5780	billmann_qgi
HEATR5B	PPP4R1	0.5180	billmann_qgi
PELO	PPP4R1	0.3550	billmann_qgi
PELO	PPP4R1	0.4230	billmann_qgi
PPP4R1	PTAR1	0.5240	billmann_qgi
PPP4R1	TAFAZZIN	0.6620	billmann_qgi
ALG9	PPP4R4	0.5430	billmann_qgi
KIAA0196	PPP4R4	0.4720	billmann_qgi
PIGO	PPP4R4	0.4430	billmann_qgi
ACTB	PPP5C	0.5110	billmann_qgi
ANGPTL4	PPP5C	0.4340	billmann_qgi
ATG9A	PPP5C	0.6770	billmann_qgi
ATP5J	PPP5C	0.5580	billmann_qgi
ATP5L	PPP5C	1.0000	billmann_qgi
BCL2	PPP5C	0.7290	billmann_qgi
CCDC101	PPP5C	0.5520	billmann_qgi
COQ9	PPP5C	0.3980	billmann_qgi
EXT2	PPP5C	0.4410	billmann_qgi
GANAB	PPP5C	0.5160	billmann_qgi
GOT1	PPP5C	0.5060	billmann_qgi
GSK3A	PPP5C	0.8360	billmann_qgi
ITGB1	PPP5C	0.5160	billmann_qgi
KIAA0100	PPP5C	0.7980	billmann_qgi
NDUFA2	PPP5C	0.6660	billmann_qgi
PDCD5	PPP5C	0.7130	billmann_qgi
PELO	PPP5C	0.5450	billmann_qgi
PPOX	PPP5C	0.5160	billmann_qgi
PPP5C	RIC1	0.6840	billmann_qgi
PPP5C	SLC1A5	0.6240	billmann_qgi
PPP5C	SLX1	0.5880	billmann_qgi
PPP5C	TAPT1	0.5290	billmann_qgi
PPP5C	TAPT1	0.7560	billmann_qgi
PPP5C	TSC2	0.5670	billmann_qgi
PPP5C	UAP1L1	0.5050	billmann_qgi
PPP5C	VPS52	0.7140	billmann_qgi
ACTB	PPP5C	0.6650	billmann_qgi
EMC6	PPP5C	0.5100	billmann_qgi
FASN	PPP5C	0.4480	billmann_qgi
FASN	PPP5C	0.7780	billmann_qgi
GSK3A	PPP5C	0.5880	billmann_qgi
PELO	PPP5C	0.5280	billmann_qgi
PELO	PPP5C	0.5590	billmann_qgi
PPP5C	VPS52	0.6390	billmann_qgi
FLCN	PPP5D1	0.4800	billmann_qgi
LUZP1	PPP5D1	0.5070	billmann_qgi
PPP5D1	TAFAZZIN	0.4260	billmann_qgi
ANGPTL4	PPP6C	0.6220	billmann_qgi
C5orf34	PPP6C	0.7290	billmann_qgi
CCDC101	PPP6C	0.3130	billmann_qgi
CLPX	PPP6C	0.4140	billmann_qgi
EXO1	PPP6C	0.5460	billmann_qgi
FOXRED1	PPP6C	0.4320	billmann_qgi
LAMTOR4	PPP6C	0.3310	billmann_qgi
MGEA5	PPP6C	0.4170	billmann_qgi
NRBP1	PPP6C	0.3990	billmann_qgi
PIK3CA	PPP6C	0.7190	billmann_qgi
PPP6C	PREPL	0.3230	billmann_qgi
PPP6C	RIC1	0.4920	billmann_qgi
PPP6C	SLC3A2	0.4600	billmann_qgi
PPP6C	TIMM8A	0.4550	billmann_qgi
PPP6C	RGP1	0.5510	billmann_qgi
PPP6C	TSC22D2	0.4970	billmann_qgi
ALG12	PPP6R1	0.4340	billmann_qgi
NAT9	PPP6R1	0.4540	billmann_qgi
ACO2	PPP6R2	0.4730	billmann_qgi
NAA30	PPP6R2	0.5100	billmann_qgi
AKT1	PPP6R2	0.3620	billmann_qgi
NAA35	PPP6R2	0.4100	billmann_qgi
PIGT	PPP6R2	0.4170	billmann_qgi
ATG5	PPP6R3	0.5390	billmann_qgi
BMI1	PPP6R3	0.5100	billmann_qgi
C12orf49	PPP6R3	0.5310	billmann_qgi
C17orf53	PPP6R3	0.4060	billmann_qgi
CDKN2B	PPP6R3	0.7310	billmann_qgi
DNMT3B	PPP6R3	0.5970	billmann_qgi
FANCA	PPP6R3	0.3370	billmann_qgi
FASN	PPP6R3	0.4900	billmann_qgi
FITM2	PPP6R3	0.4850	billmann_qgi
GEN1	PPP6R3	0.6050	billmann_qgi
HEATR5B	PPP6R3	0.5660	billmann_qgi
ITGAV	PPP6R3	0.6960	billmann_qgi
KAT7	PPP6R3	0.7200	billmann_qgi
MGEA5	PPP6R3	0.5270	billmann_qgi
NAA38	PPP6R3	0.6560	billmann_qgi
NAGK	PPP6R3	0.3640	billmann_qgi
PDK1	PPP6R3	0.4830	billmann_qgi
PGLS	PPP6R3	0.7690	billmann_qgi
PIGA	PPP6R3	0.5480	billmann_qgi
PPP6R3	SLC1A5	0.8880	billmann_qgi
PPP6R3	SLCO4A1	0.4930	billmann_qgi
PPP6R3	SLX1	0.4370	billmann_qgi
PPP6R3	SMARCC1	0.6440	billmann_qgi
PPP6R3	TAPT1	0.5890	billmann_qgi
PPP6R3	TUBB	0.4360	billmann_qgi
HEATR5B	PPP6R3	0.6490	billmann_qgi
NAA38	PPP6R3	0.6150	billmann_qgi
NGLY1	PPP6R3	0.8110	billmann_qgi
NGLY1	PPP6R3	0.7270	billmann_qgi
PPP6R3	TAFAZZIN	0.7500	billmann_qgi
PPP6R3	WASL	0.4010	billmann_qgi
PPP6R3	WNK1	0.5970	billmann_qgi
BCL2	PPRC1	0.3120	billmann_qgi
FASN	PPRC1	0.6020	billmann_qgi
FITM2	PPRC1	0.5100	billmann_qgi
ITGAV	PPRC1	0.7610	billmann_qgi
LRP5	PPRC1	0.3710	billmann_qgi
NAT6	PPRC1	0.4760	billmann_qgi
PPRC1	TAPT1	0.4810	billmann_qgi
PPRC1	TAPT1	0.3660	billmann_qgi
PPRC1	TSC22D2	0.7090	billmann_qgi
PPRC1	USP14	0.6230	billmann_qgi
PPRC1	USP15	0.5290	billmann_qgi
PPRC1	VDAC1	0.4710	billmann_qgi
HEATR5B	PPRC1	0.4550	billmann_qgi
PPRC1	WNK1	0.5760	billmann_qgi
BRD4	PPT1	0.4940	billmann_qgi
PPT1	RICTOR	0.4550	billmann_qgi
PPT1	SLC16A3	0.4310	billmann_qgi
PPT1	TAPT1	0.3110	billmann_qgi
ARL1	PPT1	0.3690	billmann_qgi
DDI2	PPT1	0.5360	billmann_qgi
PELO	PPT2	0.4270	billmann_qgi
PPT2	RIC1	0.3140	billmann_qgi
PPT2	ROCK2	0.4380	billmann_qgi
POLR2A	PPT2	0.3790	billmann_qgi
EHMT2	PPWD1	0.3680	billmann_qgi
FANCG	PPWD1	0.3670	billmann_qgi
FITM2	PPWD1	0.4000	billmann_qgi
PPWD1	PREPL	0.4580	billmann_qgi
ATG9A	PPWD1	0.5110	billmann_qgi
FASN	PPWD1	0.3630	billmann_qgi
NAA35	PPWD1	0.3030	billmann_qgi
NAA35	PPWD1	0.3560	billmann_qgi
PGLS	PPWD1	0.3210	billmann_qgi
PPWD1	TMEM126A	0.4190	billmann_qgi
NAA35	PPY	0.3160	billmann_qgi
NGLY1	PPY	0.4290	billmann_qgi
ABCC1	PQBP1	0.5870	billmann_qgi
ADAR	PQBP1	0.3460	billmann_qgi
ALG12	PQBP1	0.5310	billmann_qgi
ANGPTL4	PQBP1	0.3110	billmann_qgi
ARID2	PQBP1	0.4160	billmann_qgi
ATP5J	PQBP1	0.5900	billmann_qgi
BCL2	PQBP1	0.3090	billmann_qgi
BLM	PQBP1	0.9990	billmann_qgi
BRD4	PQBP1	0.3430	billmann_qgi
CCT3	PQBP1	0.5400	billmann_qgi
CDK5	PQBP1	0.7470	billmann_qgi
CDKN2B	PQBP1	0.8200	billmann_qgi
DIAPH1	PQBP1	0.8460	billmann_qgi
DNMT3B	PQBP1	0.6700	billmann_qgi
EXT2	PQBP1	0.5330	billmann_qgi
FANCG	PQBP1	0.6900	billmann_qgi
GOT1	PQBP1	0.8160	billmann_qgi
MGAT1	PQBP1	0.5230	billmann_qgi
MPV17	PQBP1	0.3650	billmann_qgi
NDUFA2	PQBP1	1.0000	billmann_qgi
PC	PQBP1	0.3370	billmann_qgi
PGLS	PQBP1	0.7540	billmann_qgi
PHGDH	PQBP1	0.6330	billmann_qgi
PQBP1	PTPN11	0.7280	billmann_qgi
PQBP1	RHOA	0.6250	billmann_qgi
PQBP1	SLC16A3	0.3860	billmann_qgi
PQBP1	TIMM8A	0.6240	billmann_qgi
PQBP1	TUBB	0.6640	billmann_qgi
PQBP1	VHL	0.5600	billmann_qgi
PQBP1	WASL	0.5380	billmann_qgi
FANCA	PQBP1	1.0000	billmann_qgi
FANCG	PQBP1	0.7740	billmann_qgi
FANCG	PQBP1	0.6340	billmann_qgi
NAA38	PQBP1	0.6290	billmann_qgi
PELO	PQBP1	0.6060	billmann_qgi
PELO	PQBP1	0.6970	billmann_qgi
PELO	PQBP1	0.6490	billmann_qgi
PQBP1	PTAR1	0.4560	billmann_qgi
PQBP1	QPCTL	0.6450	billmann_qgi
PQBP1	TMEM126A	0.4300	billmann_qgi
GANAB	PQLC1	0.4450	billmann_qgi
PQLC1	TAPT1	0.4200	billmann_qgi
PQLC1	TMEM209	0.5630	billmann_qgi
PQLC1	VPS52	1.0000	billmann_qgi
NAA38	PQLC1	0.3650	billmann_qgi
PIGT	PQLC1	0.3990	billmann_qgi
PQLC1	VPS52	0.6170	billmann_qgi
PQLC1	VPS52	0.7020	billmann_qgi
PQLC1	VPS52	1.0000	billmann_qgi
PQLC1	VPS52	0.7260	billmann_qgi
C12orf49	PQLC2	0.5940	billmann_qgi
FOXRED1	PQLC2	0.5140	billmann_qgi
NGLY1	PQLC2	0.3040	billmann_qgi
PDCD5	PQLC2	0.5250	billmann_qgi
PIH1D1	PQLC2	0.4990	billmann_qgi
PPOX	PQLC2	0.5610	billmann_qgi
PQLC2	SP1	0.4390	billmann_qgi
PQLC2	USP7	0.6890	billmann_qgi
AKT1	PQLC2	0.5460	billmann_qgi
EXO1	PQLC2	0.6090	billmann_qgi
FASN	PQLC2	0.6450	billmann_qgi
NAA38	PQLC2	0.3850	billmann_qgi
PDCD5	PQLC2	0.6310	billmann_qgi
PQLC2	PTAR1	0.6260	billmann_qgi
PQLC2	VPS52	0.3360	billmann_qgi
PQLC2	WASL	0.7070	billmann_qgi
LRP5	PQLC3	0.3050	billmann_qgi
PQLC3	TUBB	0.4370	billmann_qgi
PELO	PQLC3	0.4310	billmann_qgi
BRCC3	PRADC1	0.4760	billmann_qgi
CLPX	PRADC1	0.4490	billmann_qgi
PRADC1	TCP1	0.4600	billmann_qgi
PRADC1	WDR73	0.4610	billmann_qgi
FANCG	PRADC1	0.5070	billmann_qgi
PELO	PRADC1	0.5510	billmann_qgi
LATS1	PRAF2	0.5420	billmann_qgi
POLR2A	PRAF2	0.3760	billmann_qgi
ACTB	PRAM1	0.3190	billmann_qgi
ATP5L	PRAMEF10	0.8200	billmann_qgi
ACTB	PRAMEF12	0.4270	billmann_qgi
PRAMEF12	WNK1	0.3350	billmann_qgi
C1orf112	PRAMEF2	0.3210	billmann_qgi
EMC2	PRAMEF2	0.3540	billmann_qgi
HGS	PRAMEF2	0.5120	billmann_qgi
LUZP1	PRAMEF2	0.8910	billmann_qgi
NGLY1	PRAMEF2	0.5000	billmann_qgi
DIAPH1	PRAMEF8	0.3880	billmann_qgi
GCLM	PRAMEF8	0.4450	billmann_qgi
GSK3B	PRAMEF8	0.3300	billmann_qgi
LATS1	PRAMEF8	0.3480	billmann_qgi
PAN2	PRAMEF8	0.4140	billmann_qgi
PRAMEF8	USP10	0.4670	billmann_qgi
KIAA0100	PRAMEF8	0.5420	billmann_qgi
BRD4	PRAME	0.5040	billmann_qgi
GSK3B	PRAME	0.3960	billmann_qgi
KIAA0100	PRAME	0.3960	billmann_qgi
PCSK9	PRAME	0.8670	billmann_qgi
POLR2A	PRAME	0.4560	billmann_qgi
POLR2A	PRAME	0.3400	billmann_qgi
CDKN2B	PRAP1	0.3240	billmann_qgi
KAT7	PRAP1	0.4770	billmann_qgi
LAMTOR4	PRAP1	0.3630	billmann_qgi
ACACA	PRB4	0.4450	billmann_qgi
MGAT1	PRB4	0.3650	billmann_qgi
PRB4	SLC25A32	0.3900	billmann_qgi
DDX11	PRC1	0.3170	billmann_qgi
FASN	PRC1	0.3830	billmann_qgi
MPV17	PRC1	0.3150	billmann_qgi
PIH1D1	PRC1	0.4070	billmann_qgi
PRC1	PREPL	0.4760	billmann_qgi
PRC1	TAFAZZIN	0.5020	billmann_qgi
PRC1	TMEM126A	0.3620	billmann_qgi
NAA35	PRC1	0.4310	billmann_qgi
BMI1	PRCC	0.4570	billmann_qgi
KEAP1	PRCC	0.4500	billmann_qgi
LRP5	PRCC	0.3150	billmann_qgi
NAA30	PRCC	0.3990	billmann_qgi
NF2	PRCC	0.3170	billmann_qgi
POLR2A	PRCC	0.4530	billmann_qgi
PRCC	VHL	0.3240	billmann_qgi
PELO	PRCC	0.5570	billmann_qgi
PRCC	PTAR1	0.4020	billmann_qgi
PRCC	PTAR1	0.4170	billmann_qgi
PRCC	RIC1	0.3020	billmann_qgi
NGLY1	PRCD	0.4650	billmann_qgi
PRCD	TMEM126A	0.4070	billmann_qgi
PRCD	TP53	0.5580	billmann_qgi
PRCD	PTAR1	0.4250	billmann_qgi
PRCP	RER1	0.4400	billmann_qgi
PRCP	RHOA	0.4450	billmann_qgi
PRCP	VDAC1	0.4430	billmann_qgi
PARP1	PRCP	0.4620	billmann_qgi
ACTB	PRDM10	0.3170	billmann_qgi
GCLM	PRDM10	0.6660	billmann_qgi
LUZP1	PRDM10	0.4410	billmann_qgi
MPV17	PRDM10	0.3080	billmann_qgi
PDCD5	PRDM10	0.3520	billmann_qgi
PRDM10	TET2	0.3040	billmann_qgi
PDCD5	PRDM10	0.4410	billmann_qgi
POLR2A	PRDM10	0.3930	billmann_qgi
PRDM10	TMEM126A	0.3020	billmann_qgi
PRDM10	VPS52	0.3320	billmann_qgi
NAA30	PRDM11	0.4140	billmann_qgi
PRDM12	UAP1L1	0.4090	billmann_qgi
PRDM12	VPS52	0.3510	billmann_qgi
BCL2	PRDM14	0.4270	billmann_qgi
PRDM14	TAFAZZIN	0.4290	billmann_qgi
AKT1	PRDM15	0.4130	billmann_qgi
ANGPTL4	PRDM15	0.5330	billmann_qgi
BCL2	PRDM15	0.4480	billmann_qgi
DDX11	PRDM15	0.3810	billmann_qgi
ITGAV	PRDM15	0.6220	billmann_qgi
PGLS	PRDM15	0.4130	billmann_qgi
PRDM15	SLX1	0.4890	billmann_qgi
PRDM15	SP1	0.3040	billmann_qgi
PRDM15	TMEM209	0.3180	billmann_qgi
PRDM15	VPS54	0.3750	billmann_qgi
PRDM15	WDR73	0.4430	billmann_qgi
C1orf112	PRDM15	0.3580	billmann_qgi
PELO	PRDM15	0.4120	billmann_qgi
PRDM15	PTEN	0.3560	billmann_qgi
PRDM15	TMEM209	0.3650	billmann_qgi
PRDM15	VPS52	0.3330	billmann_qgi
PRDM15	VPS52	0.5310	billmann_qgi
PRDM15	WNK1	0.3430	billmann_qgi
CCDC101	PRDM16	0.4250	billmann_qgi
ITGB1	PRDM16	0.4170	billmann_qgi
KIAA0100	PRDM16	0.4220	billmann_qgi
PPOX	PRDM16	0.4260	billmann_qgi
PRDM16	ROCK2	0.5050	billmann_qgi
PRDM16	SLX1	0.3820	billmann_qgi
PRDM16	TAF5L	0.4390	billmann_qgi
EMC6	PRDM16	0.4180	billmann_qgi
FANCA	PRDM16	0.4540	billmann_qgi
GSK3A	PRDM16	0.3260	billmann_qgi
PRDM16	PTAR1	0.4520	billmann_qgi
PRDM1	SLC25A32	0.3570	billmann_qgi
LRP6	PRDM2	0.4550	billmann_qgi
MPV17	PRDM2	0.3710	billmann_qgi
NAA35	PRDM2	0.4170	billmann_qgi
NDUFA2	PRDM2	0.4960	billmann_qgi
PDCD5	PRDM2	0.4020	billmann_qgi
POLR2A	PRDM2	0.4160	billmann_qgi
PRDM2	SLC3A2	0.3510	billmann_qgi
FANCA	PRDM2	0.3960	billmann_qgi
PELO	PRDM2	0.3070	billmann_qgi
ARMC5	PRDM4	0.4050	billmann_qgi
EIF4H	PRDM4	0.6160	billmann_qgi
KEAP1	PRDM4	0.7650	billmann_qgi
LRP5	PRDM4	0.4630	billmann_qgi
NAA30	PRDM4	0.3870	billmann_qgi
NAA35	PRDM4	0.7340	billmann_qgi
NDUFA2	PRDM4	0.3460	billmann_qgi
PFN2	PRDM4	0.5340	billmann_qgi
PRDM4	RER1	0.4980	billmann_qgi
PRDM4	RICTOR	0.3630	billmann_qgi
PRDM4	SETDB1	0.5060	billmann_qgi
PRDM4	SP1	0.3170	billmann_qgi
PRDM4	STAG2	0.3040	billmann_qgi
PRDM4	TOMM7	0.7900	billmann_qgi
PRDM4	USP14	0.4250	billmann_qgi
PRDM4	USP7	0.4280	billmann_qgi
C5orf34	PRDM4	0.4330	billmann_qgi
FASN	PRDM4	0.8200	billmann_qgi
FASN	PRDM4	0.3360	billmann_qgi
LAMTOR4	PRDM4	0.8900	billmann_qgi
NAA35	PRDM4	0.6580	billmann_qgi
PDCD5	PRDM4	0.3800	billmann_qgi
NAT6	PRDM5	0.4110	billmann_qgi
DIAPH1	PRDM6	0.3620	billmann_qgi
DLAT	PRDM6	0.4190	billmann_qgi
HDAC3	PRDM8	0.5290	billmann_qgi
NGLY1	PRDM8	0.5040	billmann_qgi
PRDM8	TSC2	0.3730	billmann_qgi
PGLS	PRDM8	0.5310	billmann_qgi
PRDM9	ROCK2	0.5810	billmann_qgi
ACO2	PRDX1	0.7140	billmann_qgi
ACTG1	PRDX1	0.5680	billmann_qgi
BRD1	PRDX1	0.9560	billmann_qgi
GFPT1	PRDX1	0.7090	billmann_qgi
HDAC3	PRDX1	0.5000	billmann_qgi
IDH2	PRDX1	0.3920	billmann_qgi
MAT2B	PRDX1	0.5980	billmann_qgi
MGAT1	PRDX1	0.8480	billmann_qgi
PC	PRDX1	0.4220	billmann_qgi
PDK1	PRDX1	0.7020	billmann_qgi
PGLS	PRDX1	0.6890	billmann_qgi
PIGO	PRDX1	0.7530	billmann_qgi
PIH1D1	PRDX1	0.6340	billmann_qgi
PRDX1	SLC16A3	0.5480	billmann_qgi
PRDX1	SLC35A1	0.9170	billmann_qgi
PRDX1	SLCO4A1	0.8130	billmann_qgi
PRDX1	TIMM8A	0.5520	billmann_qgi
PRDX1	UAP1L1	0.9920	billmann_qgi
PRDX1	USP14	0.4730	billmann_qgi
DDI2	PRDX1	0.3580	billmann_qgi
FASN	PRDX1	0.3810	billmann_qgi
PARP1	PRDX1	0.7400	billmann_qgi
BRD1	PRDX2	0.5560	billmann_qgi
PRDX2	SETDB1	0.5370	billmann_qgi
PRDX2	SP1	0.3770	billmann_qgi
PRDX2	UAP1L1	0.4730	billmann_qgi
NAA38	PRDX2	0.3980	billmann_qgi
ACO2	PRDX3	0.5340	billmann_qgi
ALG12	PRDX3	0.5110	billmann_qgi
ANGPTL4	PRDX3	0.4440	billmann_qgi
ARMC5	PRDX3	0.3940	billmann_qgi
ATP5J	PRDX3	0.7750	billmann_qgi
ATP5L	PRDX3	0.5040	billmann_qgi
ATPAF2	PRDX3	0.8440	billmann_qgi
NDUFA2	PRDX3	0.4340	billmann_qgi
PGLS	PRDX3	0.6240	billmann_qgi
POLR2A	PRDX3	0.3480	billmann_qgi
PRDX3	RPS6KB1	0.3480	billmann_qgi
PRDX3	PTEN	0.4900	billmann_qgi
PRDX3	VPS52	0.3540	billmann_qgi
PRDX4	SLC3A2	0.5010	billmann_qgi
PRDX4	STAG2	0.5660	billmann_qgi
PRDX4	VPS52	0.4240	billmann_qgi
ATG5	PRDX5	0.3920	billmann_qgi
HEATR5B	PRDX5	0.4500	billmann_qgi
IDH2	PRDX5	0.5630	billmann_qgi
BMI1	PRDX6	0.4580	billmann_qgi
BRD1	PRDX6	0.6750	billmann_qgi
CCDC101	PRDX6	0.7130	billmann_qgi
DIAPH1	PRDX6	0.3210	billmann_qgi
GCLM	PRDX6	1.0000	billmann_qgi
LUZP1	PRDX6	0.3020	billmann_qgi
PGLS	PRDX6	0.3520	billmann_qgi
PIGO	PRDX6	0.6010	billmann_qgi
PRDX6	SLC16A3	0.3210	billmann_qgi
PRDX6	SLC35A1	0.8020	billmann_qgi
PRDX6	UAP1L1	0.6800	billmann_qgi
PRDX6	USP10	0.4260	billmann_qgi
DDI2	PRDX6	0.5040	billmann_qgi
PELO	PRDX6	0.3380	billmann_qgi
PGLS	PRDX6	0.4870	billmann_qgi
PRDX6	PTEN	0.3770	billmann_qgi
PRDX6	TAFAZZIN	0.4000	billmann_qgi
CCDC101	PREB	0.3630	billmann_qgi
PREB	TSC2	0.4120	billmann_qgi
FANCG	PREB	0.5130	billmann_qgi
FASN	PREB	0.4310	billmann_qgi
PELO	PREB	0.4400	billmann_qgi
PREB	PTAR1	0.3340	billmann_qgi
PREB	PTAR1	0.5620	billmann_qgi
CCDC101	PRELID1	0.4410	billmann_qgi
LAMTOR4	PRELID1	0.3090	billmann_qgi
LIG4	PRELID1	0.8730	billmann_qgi
PGLS	PRELID1	0.5050	billmann_qgi
PRELID1	TMEM126A	0.3640	billmann_qgi
PRELID1	VHL	0.5450	billmann_qgi
AKT1	PRELID1	0.3840	billmann_qgi
FANCG	PRELID1	0.5030	billmann_qgi
PRELID1	RHOA	0.3900	billmann_qgi
ATP5J	PRELID2	0.3480	billmann_qgi
ARID1A	PREPL	1.0000	billmann_qgi
ATP5J	PREPL	1.0000	billmann_qgi
ATP5L	PREPL	0.7750	billmann_qgi
ATPAF2	PREPL	1.0000	billmann_qgi
C1orf115	PREPL	0.5530	billmann_qgi
CDC42	PREPL	0.5730	billmann_qgi
FANCG	PREPL	0.3860	billmann_qgi
FLCN	PREPL	0.4430	billmann_qgi
KAT7	PREPL	0.3890	billmann_qgi
KIAA0100	PREPL	0.4480	billmann_qgi
LDLR	PREPL	0.6350	billmann_qgi
NAA35	PREPL	0.3400	billmann_qgi
NGLY1	PREPL	0.5330	billmann_qgi
NSUN3	PREPL	1.0000	billmann_qgi
PC	PREPL	0.4340	billmann_qgi
PGLS	PREPL	0.5650	billmann_qgi
PIH1D1	PREPL	0.4850	billmann_qgi
PQLC1	PREPL	0.5280	billmann_qgi
PREPL	PTPN11	0.7870	billmann_qgi
PREPL	SLC16A1	0.6400	billmann_qgi
PREPL	SMARCC1	0.4100	billmann_qgi
PREPL	TAPT1	0.4540	billmann_qgi
PREPL	TAFAZZIN	0.8260	billmann_qgi
PREPL	TRIM37	0.9340	billmann_qgi
PREPL	TSC2	0.4340	billmann_qgi
PREPL	UBE2H	0.4280	billmann_qgi
PREPL	USP15	0.5510	billmann_qgi
FANCG	PREPL	0.3450	billmann_qgi
FANCG	PREPL	0.3490	billmann_qgi
GSK3A	PREPL	0.4700	billmann_qgi
LAMTOR4	PREPL	0.4490	billmann_qgi
NGLY1	PREPL	0.5550	billmann_qgi
NGLY1	PREPL	0.5550	billmann_qgi
PDCD5	PREPL	0.5190	billmann_qgi
PREPL	PTAR1	0.3040	billmann_qgi
PREPL	PTAR1	0.3560	billmann_qgi
PREPL	RHOA	0.6040	billmann_qgi
PREPL	TAFAZZIN	0.5150	billmann_qgi
PREPL	VPS52	0.4830	billmann_qgi
ATG5	PREP	0.3420	billmann_qgi
ATP5L	PREP	0.5560	billmann_qgi
BRD4	PREP	0.5040	billmann_qgi
KDM5C	PREP	0.5620	billmann_qgi
NGLY1	PREP	0.5500	billmann_qgi
PREP	VPS52	0.7460	billmann_qgi
KIAA0100	PREP	0.4930	billmann_qgi
PREP	VPS52	0.3640	billmann_qgi
KDM5C	PREX1	0.5490	billmann_qgi
KIAA0100	PREX1	0.3960	billmann_qgi
PGLS	PREX1	0.3190	billmann_qgi
PREX1	TSC22D2	0.4580	billmann_qgi
LDLR	PREX2	0.5580	billmann_qgi
PIGA	PREX2	0.4940	billmann_qgi
DNMT3B	PRF1	0.5820	billmann_qgi
PRF1	SLX1	0.4250	billmann_qgi
PRF1	TMEM126A	0.3800	billmann_qgi
PRF1	TOMM7	0.4270	billmann_qgi
PRF1	WWOX	0.4450	billmann_qgi
CCDC101	PRG2	0.3170	billmann_qgi
DDI2	PRG2	0.4580	billmann_qgi
HEATR5B	PRG2	0.3340	billmann_qgi
NGLY1	PRG2	0.3960	billmann_qgi
PGLS	PRG2	0.6050	billmann_qgi
C1orf112	PRG3	0.4240	billmann_qgi
EIF4H	PRG3	0.3800	billmann_qgi
PRG3	VPS54	0.4390	billmann_qgi
PRG3	TAFAZZIN	0.4550	billmann_qgi
ANGPTL4	PRG4	0.3730	billmann_qgi
ANTXR1	PRG4	0.5300	billmann_qgi
POLR2A	PRH2	0.3780	billmann_qgi
ATP5J	PRICKLE1	0.3470	billmann_qgi
LCMT1	PRICKLE1	0.4650	billmann_qgi
PRICKLE1	QPCTL	0.4530	billmann_qgi
BIRC6	PRICKLE3	0.5000	billmann_qgi
BRCC3	PRICKLE3	0.4620	billmann_qgi
CPT2	PRICKLE3	0.4860	billmann_qgi
DDI2	PRICKLE3	0.4680	billmann_qgi
PDCD5	PRICKLE3	0.4360	billmann_qgi
PRICKLE3	RICTOR	0.3160	billmann_qgi
PRICKLE3	TMEM126A	0.4030	billmann_qgi
PRICKLE3	TMEM94	0.4780	billmann_qgi
ALG8	PRICKLE4	0.5730	billmann_qgi
FITM2	PRICKLE4	0.5280	billmann_qgi
HEATR5B	PRICKLE4	0.3510	billmann_qgi
POLR2A	PRICKLE4	0.5830	billmann_qgi
PRICKLE4	SIN3A	0.3740	billmann_qgi
ACACA	PRIM1	0.4260	billmann_qgi
ATG9A	PRIM1	0.6590	billmann_qgi
DNMT3B	PRIM1	0.4840	billmann_qgi
PRIM1	SETDB1	0.5150	billmann_qgi
PRIM1	SLC3A2	0.4630	billmann_qgi
FANCG	PRIM1	0.4310	billmann_qgi
NAA35	PRIM1	0.3230	billmann_qgi
PRIM1	PTAR1	0.4980	billmann_qgi
PRIM1	PTAR1	0.4350	billmann_qgi
PRIM1	TSC22D2	0.3130	billmann_qgi
ANGPTL4	PRIMA1	0.4080	billmann_qgi
ATG9A	PRIMA1	0.4010	billmann_qgi
LUZP1	PRIMA1	0.4970	billmann_qgi
PRIMA1	RIC1	0.5190	billmann_qgi
PRIMA1	SLX1	0.3310	billmann_qgi
PRIMA1	TET2	0.4300	billmann_qgi
PDCD5	PRIMA1	0.4220	billmann_qgi
PRIMPOL	TMEM94	0.4310	billmann_qgi
PRIMPOL	VPS52	0.3690	billmann_qgi
ALG12	PRKAA1	0.5940	billmann_qgi
CCDC101	PRKAA1	0.4530	billmann_qgi
CDKN2B	PRKAA1	0.5050	billmann_qgi
DNAJA1	PRKAA1	0.5380	billmann_qgi
FANCG	PRKAA1	0.3740	billmann_qgi
GFPT1	PRKAA1	0.6900	billmann_qgi
ITGAV	PRKAA1	0.5810	billmann_qgi
KEAP1	PRKAA1	0.8510	billmann_qgi
NF2	PRKAA1	0.3800	billmann_qgi
PFN2	PRKAA1	0.4710	billmann_qgi
PGP	PRKAA1	0.5300	billmann_qgi
PIGO	PRKAA1	0.8130	billmann_qgi
PRKAA1	STX4	0.5830	billmann_qgi
PRKAA1	PTAR1	0.5660	billmann_qgi
BAX	PRKAA2	0.4320	billmann_qgi
CCDC101	PRKAB1	0.3350	billmann_qgi
CLPX	PRKAB1	0.5340	billmann_qgi
CPT2	PRKAB1	0.6170	billmann_qgi
NAA30	PRKAB1	0.7160	billmann_qgi
NDUFA2	PRKAB1	0.4450	billmann_qgi
NF2	PRKAB1	0.4790	billmann_qgi
PIGO	PRKAB1	0.6730	billmann_qgi
POLR2A	PRKAB1	0.5520	billmann_qgi
PRKAB1	SLC16A1	0.4320	billmann_qgi
PRKAB1	SLC35A1	0.6360	billmann_qgi
PRKAB1	STX4	0.8910	billmann_qgi
EXO1	PRKAB1	0.5750	billmann_qgi
FASN	PRKAB1	0.5140	billmann_qgi
