gene_a	gene_b	weight	source
A1BG	FASN	0.6410	billmann_qgi
A1BG	FANCG	0.3240	billmann_qgi
A1BG	FASN	0.4880	billmann_qgi
A1BG	NAA35	0.6660	billmann_qgi
A1CF	CDK5	0.3890	billmann_qgi
A1CF	RHOA	0.4080	billmann_qgi
A1CF	TAPT1	0.6450	billmann_qgi
A1CF	PTAR1	0.4880	billmann_qgi
A2ML1	C12orf49	0.4490	billmann_qgi
A2ML1	VPS52	0.3520	billmann_qgi
A2M	BMPR1A	0.5170	billmann_qgi
A2M	SIN3A	0.4480	billmann_qgi
A2M	PDCD5	0.4120	billmann_qgi
A3GALT2	GFPT1	0.4660	billmann_qgi
A3GALT2	NF2	0.4070	billmann_qgi
A3GALT2	SIN3A	0.5200	billmann_qgi
A4GALT	PC	0.3540	billmann_qgi
A4GALT	USP14	0.4260	billmann_qgi
A4GNT	POLR2A	0.3880	billmann_qgi
A4GNT	SLC3A2	0.4310	billmann_qgi
AAAS	APOB	0.4730	billmann_qgi
AAAS	EXO1	0.6200	billmann_qgi
AAAS	PGLS	0.4910	billmann_qgi
AAAS	ATG9A	0.4620	billmann_qgi
AAAS	FASN	0.4200	billmann_qgi
AACS	EHMT2	0.3920	billmann_qgi
AACS	VDAC1	0.4460	billmann_qgi
AACS	NAA35	0.3590	billmann_qgi
AADACL2	PBRM1	0.4060	billmann_qgi
AADACL2	FASN	0.3060	billmann_qgi
AADACL3	FASN	0.3640	billmann_qgi
AADACL3	HDAC3	0.4490	billmann_qgi
AADACL3	NAA35	0.6950	billmann_qgi
AADACL3	WASL	0.5270	billmann_qgi
AADACL4	PDCD5	0.4660	billmann_qgi
AADACL4	PPOX	0.3430	billmann_qgi
AADACL4	NGLY1	0.3450	billmann_qgi
AADACL4	PDCD5	0.3410	billmann_qgi
AADACL4	VPS52	0.3080	billmann_qgi
AADAC	ALG12	0.3360	billmann_qgi
AADAC	PQLC1	0.4110	billmann_qgi
AADAC	USP15	0.3840	billmann_qgi
AADAT	ALG9	0.3480	billmann_qgi
AADAT	LAMTOR4	0.3620	billmann_qgi
AAED1	ANTXR1	0.4180	billmann_qgi
AAED1	KIAA0196	0.4030	billmann_qgi
AAED1	MGAT1	0.3330	billmann_qgi
AAED1	KIAA0100	0.5550	billmann_qgi
AAGAB	FLCN	0.4620	billmann_qgi
AAGAB	GGT7	0.3550	billmann_qgi
AAGAB	RHOA	0.4110	billmann_qgi
AAGAB	SLC35A1	0.4130	billmann_qgi
AAGAB	FASN	0.5910	billmann_qgi
AAGAB	POLR2A	0.3740	billmann_qgi
AAGAB	PTAR1	0.5330	billmann_qgi
AAGAB	TSC22D2	0.3790	billmann_qgi
AAK1	APOB	0.3500	billmann_qgi
AAK1	DDX11	0.4950	billmann_qgi
AAK1	POLR2A	0.3310	billmann_qgi
AAK1	STAG2	0.4640	billmann_qgi
AAK1	STX4	0.4340	billmann_qgi
AAK1	VDAC1	0.4700	billmann_qgi
AAK1	VPS52	0.3120	billmann_qgi
AAMDC	MGAT1	0.4050	billmann_qgi
AAMDC	FASN	0.3940	billmann_qgi
AAMP	BCL2	0.3420	billmann_qgi
AAMP	MGAT1	0.3370	billmann_qgi
AAMP	SP1	0.4340	billmann_qgi
AAMP	TMEM126A	0.3080	billmann_qgi
AAMP	PELO	0.3990	billmann_qgi
AANAT	ATP5J	0.4230	billmann_qgi
AANAT	FASTKD3	0.4740	billmann_qgi
AANAT	NAA30	0.4480	billmann_qgi
AAR2	BLM	0.4500	billmann_qgi
AAR2	DNAJA1	1.0000	billmann_qgi
AAR2	EXO1	0.3770	billmann_qgi
AAR2	HDAC3	0.5310	billmann_qgi
AAR2	MGAT1	0.3090	billmann_qgi
AAR2	PELO	0.5040	billmann_qgi
AAR2	PHGDH	0.3340	billmann_qgi
AAR2	RAB14	0.4300	billmann_qgi
AAR2	SLC16A3	0.6410	billmann_qgi
AAR2	SLC35A1	0.3470	billmann_qgi
AAR2	DNAJA1	1.0000	billmann_qgi
AAR2	FANCA	0.3130	billmann_qgi
AAR2	PELO	0.4950	billmann_qgi
AAR2	PGLS	0.4350	billmann_qgi
AAR2	RICTOR	0.4900	billmann_qgi
AARD	FASN	0.4490	billmann_qgi
AARD	RER1	0.3880	billmann_qgi
AARD	SETDB1	0.3820	billmann_qgi
AARS2	EHMT2	0.3390	billmann_qgi
AARS2	ITGAV	0.6320	billmann_qgi
AARS2	NAA30	0.3950	billmann_qgi
AARS	APOB	0.3880	billmann_qgi
AARS	CCT3	0.3870	billmann_qgi
AARS	DNAJA1	0.4800	billmann_qgi
AARS	KEAP1	0.4130	billmann_qgi
AARS	PC	0.4320	billmann_qgi
AARS	RPS6KB1	0.3590	billmann_qgi
AARS	SP1	0.3240	billmann_qgi
AARS	TAFAZZIN	0.4440	billmann_qgi
AARS	FASN	0.5270	billmann_qgi
AARS	NAA35	0.4810	billmann_qgi
AASDHPPT	EMC2	0.4640	billmann_qgi
AASDHPPT	FITM2	0.3290	billmann_qgi
AASDHPPT	KAT7	0.4400	billmann_qgi
AASDHPPT	LIG4	0.3410	billmann_qgi
AASDHPPT	PC	0.5070	billmann_qgi
AASDHPPT	POLR2A	0.5810	billmann_qgi
AASDHPPT	WDR73	0.3950	billmann_qgi
AASDHPPT	POLR2A	0.3180	billmann_qgi
AASDH	CRIPT	1.0000	billmann_qgi
AASDH	SLC3A2	0.4400	billmann_qgi
AASDH	SLX1	0.4170	billmann_qgi
AASDH	USP14	0.4600	billmann_qgi
AASDH	TSC22D2	0.4520	billmann_qgi
AASS	EHMT2	0.4330	billmann_qgi
AASS	FLCN	0.4210	billmann_qgi
AASS	NGLY1	0.4550	billmann_qgi
AATF	ITGAV	0.4020	billmann_qgi
AATF	POLR2A	0.5310	billmann_qgi
AATF	SETDB1	0.3230	billmann_qgi
AATF	VHL	0.4180	billmann_qgi
AATF	PELO	0.3500	billmann_qgi
AATK	ALG12	0.6400	billmann_qgi
AATK	NAA30	0.3890	billmann_qgi
AATK	NGLY1	0.3980	billmann_qgi
AATK	SLC3A2	0.3640	billmann_qgi
AATK	PELO	0.5010	billmann_qgi
ABAT	KIAA0100	0.3670	billmann_qgi
ABAT	PSMC5	0.3630	billmann_qgi
ABAT	WASL	0.3610	billmann_qgi
ABCA12	MGEA5	0.4560	billmann_qgi
ABCA12	PDCD10	0.3680	billmann_qgi
ABCA12	PIGA	0.4470	billmann_qgi
ABCA12	PTEN	0.4030	billmann_qgi
ABCA12	PDCD5	0.5050	billmann_qgi
ABCA13	CCT3	0.3180	billmann_qgi
ABCA13	DDI2	0.4840	billmann_qgi
ABCA13	HEATR5B	0.4500	billmann_qgi
ABCA13	SP1	0.3870	billmann_qgi
ABCA13	DNAJA1	0.3970	billmann_qgi
ABCA1	PDCD10	0.3800	billmann_qgi
ABCA1	SLC25A32	0.3410	billmann_qgi
ABCA1	C1orf112	0.4880	billmann_qgi
ABCA2	NAT6	0.4080	billmann_qgi
ABCA2	POLR2A	0.3950	billmann_qgi
ABCA3	LAMTOR4	0.3800	billmann_qgi
ABCA3	NGLY1	0.3240	billmann_qgi
ABCA3	SLX1	0.3360	billmann_qgi
ABCA3	TMEM126A	0.4420	billmann_qgi
ABCA4	LCMT1	0.5160	billmann_qgi
ABCA4	SLC4A2	0.5990	billmann_qgi
ABCA4	NAA35	0.4520	billmann_qgi
ABCA5	TAF5L	0.5100	billmann_qgi
ABCA5	PTAR1	0.4260	billmann_qgi
ABCA6	SLCO4A1	0.4020	billmann_qgi
ABCA7	TMEM209	0.5700	billmann_qgi
ABCA7	NAA38	0.4080	billmann_qgi
ABCA8	APOB	0.3200	billmann_qgi
ABCA8	CDKN2B	0.4310	billmann_qgi
ABCA8	LAMTOR4	0.3200	billmann_qgi
ABCA8	PIGA	0.4080	billmann_qgi
ABCA8	POLR2A	0.4020	billmann_qgi
ABCA8	POLR2A	0.3850	billmann_qgi
ABCA9	PREPL	0.5860	billmann_qgi
ABCA9	PELO	0.3970	billmann_qgi
ABCB10	C1orf112	0.3200	billmann_qgi
ABCB10	SLC16A3	0.4220	billmann_qgi
ABCB10	KIAA0100	0.3820	billmann_qgi
ABCB11	PPOX	0.4210	billmann_qgi
ABCB11	VHL	0.4690	billmann_qgi
ABCB11	WDR73	0.4960	billmann_qgi
ABCB11	PDCD5	0.4030	billmann_qgi
ABCB11	PELO	0.4740	billmann_qgi
ABCB1	CCDC101	0.3210	billmann_qgi
ABCB1	CCT3	0.4650	billmann_qgi
ABCB1	WDR73	0.5030	billmann_qgi
ABCB1	ATG9A	0.5500	billmann_qgi
ABCB1	PELO	0.4590	billmann_qgi
ABCB4	DDI2	0.5120	billmann_qgi
ABCB5	LAMTOR4	0.3370	billmann_qgi
ABCB5	NAA40	0.5310	billmann_qgi
ABCB5	RER1	0.3420	billmann_qgi
ABCB5	VPS52	0.3850	billmann_qgi
ABCB6	ACTB	0.4460	billmann_qgi
ABCB6	EMC2	0.4080	billmann_qgi
ABCB6	FANCG	0.4200	billmann_qgi
ABCB6	PGP	0.4350	billmann_qgi
ABCB7	FITM2	0.3770	billmann_qgi
ABCB7	FLCN	0.8760	billmann_qgi
ABCB7	GFPT1	0.3930	billmann_qgi
ABCB7	POLR2A	0.5040	billmann_qgi
ABCB7	PREPL	0.6900	billmann_qgi
ABCB7	SLC3A2	0.3080	billmann_qgi
ABCB7	TSC22D2	0.5020	billmann_qgi
ABCB7	EXO1	0.3920	billmann_qgi
ABCB7	FANCG	0.3820	billmann_qgi
ABCB7	PTAR1	0.3260	billmann_qgi
ABCB8	ATRX	0.4820	billmann_qgi
ABCB8	ITGB1	0.4500	billmann_qgi
ABCB8	LRP6	0.5240	billmann_qgi
ABCB8	PDCD5	0.3660	billmann_qgi
ABCB8	VPS52	0.3610	billmann_qgi
ABCB9	ADAR	0.4570	billmann_qgi
ABCB9	LATS1	0.4930	billmann_qgi
ABCC10	POLR2A	0.3320	billmann_qgi
ABCC10	USP15	0.3920	billmann_qgi
ABCC10	VPS52	0.3330	billmann_qgi
ABCC10	LUZP1	0.5030	billmann_qgi
ABCC11	GSK3B	0.5620	billmann_qgi
ABCC11	ITGAV	0.5860	billmann_qgi
ABCC11	LATS1	0.5430	billmann_qgi
ABCC11	NDUFA2	0.4640	billmann_qgi
ABCC11	PARP1	0.4460	billmann_qgi
ABCC11	PC	0.3740	billmann_qgi
ABCC11	PDCD5	0.5780	billmann_qgi
ABCC11	PIGA	0.3310	billmann_qgi
ABCC11	SLC25A32	0.4330	billmann_qgi
ABCC11	SLX1	0.6390	billmann_qgi
ABCC11	TMEM126A	0.5110	billmann_qgi
ABCC11	VPS52	0.8440	billmann_qgi
ABCC11	CDC42	0.6840	billmann_qgi
ABCC11	GSK3A	0.4440	billmann_qgi
ABCC11	TMEM126A	0.4100	billmann_qgi
ABCC11	VPS52	0.7540	billmann_qgi
ABCC11	VPS52	0.5240	billmann_qgi
ABCC12	ARID1A	0.4220	billmann_qgi
ABCC12	ATG9A	0.4840	billmann_qgi
ABCC12	CDKN2B	0.4060	billmann_qgi
ABCC12	CRIPT	0.4650	billmann_qgi
ABCC12	EMC6	0.5150	billmann_qgi
ABCC12	GSK3B	0.3600	billmann_qgi
ABCC12	PC	0.4210	billmann_qgi
ABCC12	RAB14	0.3950	billmann_qgi
ABCC12	SLX1	0.8200	billmann_qgi
ABCC12	TAFAZZIN	0.4680	billmann_qgi
ABCC12	VPS52	0.4850	billmann_qgi
ABCC1	BRCC3	0.5700	billmann_qgi
ABCC1	FASN	0.3300	billmann_qgi
ABCC1	ITGB1	0.5450	billmann_qgi
ABCC1	KIAA0100	0.3730	billmann_qgi
ABCC1	MPV17	0.3110	billmann_qgi
ABCC1	NGLY1	0.3320	billmann_qgi
ABCC1	PDK1	0.5500	billmann_qgi
ABCC1	PPOX	0.6440	billmann_qgi
ABCC1	SLC25A32	0.6080	billmann_qgi
ABCC1	FANCA	0.5310	billmann_qgi
ABCC1	FASN	0.5590	billmann_qgi
ABCC1	FASN	0.3960	billmann_qgi
ABCC1	PIGT	0.3490	billmann_qgi
ABCC2	ALG12	0.4260	billmann_qgi
ABCC2	BAK1	0.5080	billmann_qgi
ABCC2	USP15	0.4510	billmann_qgi
ABCC3	CCDC101	0.3760	billmann_qgi
ABCC3	FLCN	0.5280	billmann_qgi
ABCC3	CDC42	0.4370	billmann_qgi
ABCC3	FASN	0.3770	billmann_qgi
ABCC4	TCP1	0.3930	billmann_qgi
ABCC4	TMEM126A	0.3800	billmann_qgi
ABCC5	ARID2	0.5230	billmann_qgi
ABCC5	ATP5L	0.3420	billmann_qgi
ABCC5	TAPT1	0.3320	billmann_qgi
ABCC5	PTAR1	0.4320	billmann_qgi
ABCC6	CCT3	0.7480	billmann_qgi
ABCC6	TAFAZZIN	0.4270	billmann_qgi
ABCC6	GSK3A	0.3500	billmann_qgi
ABCC6	POLR2A	0.3460	billmann_qgi
ABCC6	PTAR1	0.3070	billmann_qgi
ABCC8	PIGA	0.4660	billmann_qgi
ABCC9	FANCA	0.3610	billmann_qgi
ABCC9	PPOX	0.5420	billmann_qgi
ABCC9	FANCG	0.4020	billmann_qgi
ABCD1	ACTB	0.3910	billmann_qgi
ABCD1	ATG9A	0.3870	billmann_qgi
ABCD1	C17orf53	0.4420	billmann_qgi
ABCD1	SLC25A32	0.4250	billmann_qgi
ABCD1	SLX1	0.4470	billmann_qgi
ABCD1	VPS52	0.3800	billmann_qgi
ABCD1	MUS81	0.5670	billmann_qgi
ABCD1	NAA35	0.4360	billmann_qgi
ABCD2	ATPAF2	0.3050	billmann_qgi
ABCD2	GSK3A	0.4250	billmann_qgi
ABCD2	GSK3A	0.4950	billmann_qgi
ABCD3	EMC2	0.4380	billmann_qgi
ABCD3	FASN	0.4630	billmann_qgi
ABCD3	FASN	0.5760	billmann_qgi
ABCD3	NAA35	0.6000	billmann_qgi
ABCD3	PTAR1	0.4530	billmann_qgi
ABCD3	PTAR1	0.3510	billmann_qgi
ABCD4	BCL2	0.3790	billmann_qgi
ABCD4	CDKN2A	0.3640	billmann_qgi
ABCD4	CDKN2B	0.3290	billmann_qgi
ABCD4	PELO	0.3320	billmann_qgi
ABCD4	SLC25A32	1.0000	billmann_qgi
ABCD4	PELO	0.3820	billmann_qgi
ABCD4	POLR2A	0.4500	billmann_qgi
ABCE1	CCDC101	0.3800	billmann_qgi
ABCE1	ITGAV	0.3850	billmann_qgi
ABCE1	POLR2A	0.4630	billmann_qgi
ABCE1	WDR73	0.3920	billmann_qgi
ABCE1	EXO1	0.4030	billmann_qgi
ABCE1	PDCD5	0.3160	billmann_qgi
ABCE1	PTAR1	0.3030	billmann_qgi
ABCF1	SETDB1	0.4230	billmann_qgi
ABCF1	PTAR1	0.4160	billmann_qgi
ABCF2	ACTB	0.4290	billmann_qgi
ABCF2	BCL2	0.6820	billmann_qgi
ABCF2	CCDC101	0.5970	billmann_qgi
ABCF2	CDKN2B	0.6280	billmann_qgi
ABCF2	FASN	0.3910	billmann_qgi
ABCF2	FLCN	0.3520	billmann_qgi
ABCF2	PPOX	0.5230	billmann_qgi
ABCF2	TAFAZZIN	0.4610	billmann_qgi
ABCF2	TSC2	0.5430	billmann_qgi
ABCF2	UAP1L1	0.4590	billmann_qgi
ABCF2	USP7	0.6510	billmann_qgi
ABCF2	VHL	0.3390	billmann_qgi
ABCF2	FASN	0.5800	billmann_qgi
ABCF2	FASN	0.3450	billmann_qgi
ABCF2	PTAR1	0.3900	billmann_qgi
ABCF3	BMI1	0.4200	billmann_qgi
ABCF3	PELO	0.5600	billmann_qgi
ABCF3	PHGDH	0.4120	billmann_qgi
ABCF3	SLC1A5	0.4520	billmann_qgi
ABCF3	SLC35A1	0.5490	billmann_qgi
ABCF3	SP1	0.5930	billmann_qgi
ABCF3	VPS52	0.5460	billmann_qgi
ABCF3	VPS54	0.4090	billmann_qgi
ABCF3	NGLY1	0.4350	billmann_qgi
ABCF3	PELO	0.3610	billmann_qgi
ABCF3	PELO	0.4310	billmann_qgi
ABCF3	PELO	0.4270	billmann_qgi
ABCF3	PELO	0.3860	billmann_qgi
ABCF3	PGLS	0.4060	billmann_qgi
ABCF3	VPS52	0.3410	billmann_qgi
ABCF3	WNK1	0.3490	billmann_qgi
ABCG1	KIAA0100	0.5260	billmann_qgi
ABCG4	FLCN	0.3640	billmann_qgi
ABCG4	MPV17	0.5160	billmann_qgi
ABCG4	SP1	0.3830	billmann_qgi
ABCG4	TP53	0.7380	billmann_qgi
ABCG4	USP10	0.6180	billmann_qgi
ABCG4	TAFAZZIN	0.4280	billmann_qgi
ABCG5	ATP5L	0.3670	billmann_qgi
ABCG5	RGP1	0.6100	billmann_qgi
ABCG5	TET2	0.5790	billmann_qgi
ABCG8	ARID2	0.4600	billmann_qgi
ABCG8	GEN1	0.5230	billmann_qgi
ABCG8	PQLC1	0.5000	billmann_qgi
ABCG8	NAA38	0.4960	billmann_qgi
ABHD10	ALG9	0.4120	billmann_qgi
ABHD10	RER1	0.5230	billmann_qgi
ABHD10	PDCD5	0.4150	billmann_qgi
ABHD10	PTAR1	0.4860	billmann_qgi
ABHD11	ATP5J	0.5640	billmann_qgi
ABHD11	BRD4	0.4030	billmann_qgi
ABHD11	COQ7	0.4980	billmann_qgi
ABHD11	COQ9	0.3440	billmann_qgi
ABHD11	DDI2	0.6120	billmann_qgi
ABHD11	DLAT	0.5380	billmann_qgi
ABHD11	FOXRED1	0.5270	billmann_qgi
ABHD11	GOT1	0.4700	billmann_qgi
ABHD11	LAMTOR4	0.3690	billmann_qgi
ABHD11	LDLR	0.4730	billmann_qgi
ABHD11	MGAT1	0.3070	billmann_qgi
ABHD11	NAA35	0.7090	billmann_qgi
ABHD11	NDUFA2	0.8250	billmann_qgi
ABHD11	PC	0.4310	billmann_qgi
ABHD11	PCSK9	0.3640	billmann_qgi
ABHD11	PIGA	0.3730	billmann_qgi
ABHD11	PIH1D1	0.5030	billmann_qgi
ABHD11	POLR2A	0.4620	billmann_qgi
ABHD11	PTEN	0.4310	billmann_qgi
ABHD11	RIC1	0.3870	billmann_qgi
ABHD11	SLC16A3	0.3960	billmann_qgi
ABHD11	SLC25A32	0.3900	billmann_qgi
ABHD11	TAPT1	0.3850	billmann_qgi
ABHD11	USP10	0.5170	billmann_qgi
ABHD11	VHL	0.3410	billmann_qgi
ABHD11	AKT1	0.4070	billmann_qgi
ABHD11	DDI2	0.7280	billmann_qgi
ABHD11	NAA35	0.6300	billmann_qgi
ABHD11	PDCD5	0.4530	billmann_qgi
ABHD11	POLR2A	0.4430	billmann_qgi
ABHD11	VPS52	0.3630	billmann_qgi
ABHD11	WNK1	0.3500	billmann_qgi
ABCC1	ABHD12B	0.4520	billmann_qgi
ABHD12B	APOB	0.4400	billmann_qgi
ABHD12B	ATPAF2	0.4670	billmann_qgi
ABHD12B	CLPX	0.5850	billmann_qgi
ABHD12B	DDX11	0.4440	billmann_qgi
ABHD12B	PC	0.3290	billmann_qgi
ABHD12B	PIGO	0.4280	billmann_qgi
ABHD12B	QPCTL	0.5920	billmann_qgi
ABHD12B	TUBB	0.3760	billmann_qgi
ABHD12B	VPS54	0.4500	billmann_qgi
ABHD12B	PELO	0.4550	billmann_qgi
ABHD12	ATP5L	0.3530	billmann_qgi
ABHD13	BIRC6	0.5360	billmann_qgi
ABHD13	GGT7	0.4570	billmann_qgi
ABHD13	SLC1A5	0.6060	billmann_qgi
ABHD13	DNAJA1	0.3850	billmann_qgi
ABHD13	RICTOR	0.4020	billmann_qgi
ABHD14A	RIC1	0.4250	billmann_qgi
ABHD14A	SLX1	0.3260	billmann_qgi
ABHD14A	SREBF2	0.6080	billmann_qgi
ABHD14B	EMC2	0.4220	billmann_qgi
ABHD14B	NAT14	0.4870	billmann_qgi
ABHD14B	TMEM209	0.4780	billmann_qgi
ABHD14B	FANCG	0.4410	billmann_qgi
ABHD15	APOB	0.3270	billmann_qgi
ABHD15	EMC6	0.5000	billmann_qgi
ABHD15	GSK3B	0.3550	billmann_qgi
ABHD15	TUBB	0.3890	billmann_qgi
ABHD15	C1orf112	0.3020	billmann_qgi
ABHD15	FANCG	0.4540	billmann_qgi
ABHD16A	LIG4	0.4360	billmann_qgi
ABHD16A	PC	0.5200	billmann_qgi
ABHD16A	PELO	0.4250	billmann_qgi
ABHD16A	FASN	0.3490	billmann_qgi
ABHD16A	PTAR1	0.8220	billmann_qgi
ABHD16A	PTAR1	0.5070	billmann_qgi
ABHD16A	PTAR1	1.0000	billmann_qgi
ABHD16A	PTAR1	0.4350	billmann_qgi
ABHD16A	PTAR1	0.6250	billmann_qgi
ABHD16A	PTAR1	0.9660	billmann_qgi
ABHD16B	CDC42	0.4440	billmann_qgi
ABHD16B	NF2	0.4680	billmann_qgi
ABHD16B	SLC3A2	0.3640	billmann_qgi
ABHD16B	FANCG	0.4910	billmann_qgi
ABHD17A	BRD4	0.5680	billmann_qgi
ABHD17A	DNMT3B	0.5290	billmann_qgi
ABHD17A	LIG4	0.3940	billmann_qgi
ABHD17A	NAA30	0.4610	billmann_qgi
ABHD17A	PDCD10	0.4510	billmann_qgi
ABHD17A	TAF5L	0.3580	billmann_qgi
ABHD17A	TOMM7	0.4460	billmann_qgi
ABHD17A	FANCG	0.4350	billmann_qgi
ABHD17B	ACTB	0.6030	billmann_qgi
ABHD17B	ATPAF2	0.3160	billmann_qgi
ABHD17B	EMC6	0.4820	billmann_qgi
ABHD17B	GOT1	0.4960	billmann_qgi
ABHD17B	SIN3A	0.3990	billmann_qgi
ABHD17B	TAPT1	0.4800	billmann_qgi
ABHD17B	TAPT1	0.6940	billmann_qgi
ABHD17B	TAFAZZIN	0.3840	billmann_qgi
ABHD17B	VPS52	1.0000	billmann_qgi
ABHD17B	WDR73	0.6160	billmann_qgi
ABHD17B	FASN	0.3600	billmann_qgi
ABHD17B	PTAR1	0.9380	billmann_qgi
ABHD17B	PTAR1	1.0000	billmann_qgi
ABHD17B	PTAR1	1.0000	billmann_qgi
ABHD17B	PTAR1	0.4800	billmann_qgi
ABHD17B	PTAR1	0.7840	billmann_qgi
ABHD17B	PTAR1	1.0000	billmann_qgi
ABHD17B	VPS52	0.4930	billmann_qgi
ABHD17B	VPS52	0.9040	billmann_qgi
ABHD17B	VPS52	0.7930	billmann_qgi
ABHD17B	VPS52	0.6710	billmann_qgi
ABHD17C	ANGPTL4	0.4170	billmann_qgi
ABHD17C	GFPT1	0.4080	billmann_qgi
ABHD17C	UBE2H	0.5030	billmann_qgi
ABHD17C	PDCD5	0.4340	billmann_qgi
ABHD1	MPV17	0.5360	billmann_qgi
ABHD2	ATPAF2	0.4130	billmann_qgi
ABHD2	VPS52	0.6450	billmann_qgi
ABHD2	FASN	0.3770	billmann_qgi
ABHD2	PELO	0.4240	billmann_qgi
ABHD2	VPS52	0.6160	billmann_qgi
ABHD2	VPS52	0.4210	billmann_qgi
ABHD3	FLCN	0.3120	billmann_qgi
ABHD3	PDCD5	0.3380	billmann_qgi
ABHD3	PIH1D1	0.3420	billmann_qgi
ABHD3	TIMM8A	0.4940	billmann_qgi
ABHD3	ACTB	0.4870	billmann_qgi
ABHD3	FASN	0.4330	billmann_qgi
ABHD3	VPS52	0.5670	billmann_qgi
ABHD4	IDH2	0.4870	billmann_qgi
ABHD4	MPV17	0.4480	billmann_qgi
ABHD4	TMEM126A	0.3620	billmann_qgi
ABHD4	C5orf34	0.3090	billmann_qgi
ABHD5	ATP5L	0.3880	billmann_qgi
ABHD5	PIGO	0.4310	billmann_qgi
ABHD5	SIN3A	0.3630	billmann_qgi
ABHD5	VPS52	0.4560	billmann_qgi
ABHD5	VPS52	0.3890	billmann_qgi
ABHD6	PQLC1	0.4650	billmann_qgi
ABHD6	VPS52	0.4210	billmann_qgi
ABHD6	NGLY1	0.3920	billmann_qgi
ABHD8	PIH1D1	0.3770	billmann_qgi
ABHD8	LATS1	0.4080	billmann_qgi
ABI1	CDKN2B	0.3450	billmann_qgi
ABI1	DLAT	0.4040	billmann_qgi
ABI1	KIAA0100	0.5270	billmann_qgi
ABI1	NDUFA2	0.4010	billmann_qgi
ABI1	WASL	0.5150	billmann_qgi
ABI1	FASN	0.3180	billmann_qgi
ABI1	NAA35	0.3930	billmann_qgi
ABI1	PTAR1	0.4100	billmann_qgi
ABI2	COQ9	0.4220	billmann_qgi
ABI2	ITGAV	0.5870	billmann_qgi
ABI2	KIAA0100	0.4310	billmann_qgi
ABI2	RIC1	0.4280	billmann_qgi
ABI2	SP1	0.3720	billmann_qgi
ABI2	PDCD5	0.4170	billmann_qgi
ABI3BP	NAA38	0.4010	billmann_qgi
ABI3BP	PELO	0.3480	billmann_qgi
ABI3BP	PELO	0.3090	billmann_qgi
ABI3	BRCC3	0.4450	billmann_qgi
ABI3	CCT3	0.4280	billmann_qgi
ABI3	NRBP1	0.4490	billmann_qgi
ABL1	ATG9A	0.4940	billmann_qgi
ABL1	BLM	0.4580	billmann_qgi
ABL1	MUS81	0.6150	billmann_qgi
ABL1	SLC16A3	0.5280	billmann_qgi
ABL2	BCL2	0.5310	billmann_qgi
ABL2	BRD1	0.4320	billmann_qgi
ABL2	HEATR5B	0.3060	billmann_qgi
ABL2	TMEM126A	0.3700	billmann_qgi
ABLIM1	CDC42	0.5270	billmann_qgi
ABLIM1	RER1	0.3720	billmann_qgi
ABLIM1	ROCK2	0.5110	billmann_qgi
ABLIM1	USP7	0.4480	billmann_qgi
ABLIM1	TAFAZZIN	0.5530	billmann_qgi
ABLIM2	BCL2	0.3280	billmann_qgi
ABLIM3	DDX11	0.3910	billmann_qgi
ABLIM3	QPCTL	0.4790	billmann_qgi
ABRACL	PRKAB1	0.4820	billmann_qgi
ABRA	ATP5L	0.3350	billmann_qgi
ABRA	C1orf112	0.5390	billmann_qgi
ABRA	FANCG	0.4530	billmann_qgi
ABR	NAA35	0.3710	billmann_qgi
ABR	BLM	0.7660	billmann_qgi
ABR	EXO1	0.4230	billmann_qgi
ABR	NAA35	0.3090	billmann_qgi
ABR	VPS52	0.3020	billmann_qgi
ABT1	ACTB	0.5880	billmann_qgi
ABT1	AKT1	0.6270	billmann_qgi
ABT1	FASN	0.4090	billmann_qgi
ABT1	FITM2	0.3350	billmann_qgi
ABT1	HDAC3	0.4130	billmann_qgi
ABT1	LUZP1	0.5840	billmann_qgi
ABT1	STX4	0.6740	billmann_qgi
ABT1	VHL	0.3730	billmann_qgi
ABT1	MUS81	0.7980	billmann_qgi
ABT1	PELO	0.5520	billmann_qgi
ABT1	PTAR1	0.5390	billmann_qgi
ABT1	TMEM126A	0.3000	billmann_qgi
ABTB1	GOT1	0.3180	billmann_qgi
ABTB1	GSK3B	0.3340	billmann_qgi
ABTB1	C5orf34	0.4170	billmann_qgi
ABTB2	BCL2	0.4320	billmann_qgi
ABTB2	HEATR5B	0.3970	billmann_qgi
ABTB2	FANCG	0.5250	billmann_qgi
AC007040.11	ATG5	0.5990	billmann_qgi
AC007040.11	CPT2	0.4320	billmann_qgi
AC007040.11	TSC2	0.4070	billmann_qgi
AC007040.11	PDCD5	0.4380	billmann_qgi
AC007040.11	TMEM209	0.5160	billmann_qgi
AC007431.1	C1orf112	0.3130	billmann_qgi
AC007431.1	COQ9	0.4090	billmann_qgi
AC007431.1	ITGAV	0.6100	billmann_qgi
AC007431.1	NAT9	0.4800	billmann_qgi
AC007431.1	RER1	0.4820	billmann_qgi
AC007431.1	SREBF2	0.5950	billmann_qgi
AC007431.1	C1orf112	0.4290	billmann_qgi
AC007431.1	PTAR1	0.4080	billmann_qgi
AC016757.3	ACO2	0.4320	billmann_qgi
AC016757.3	FCHO2	0.4670	billmann_qgi
AC016757.3	MPV17	0.4690	billmann_qgi
AC016757.3	PC	0.3590	billmann_qgi
AC016757.3	PREPL	0.4030	billmann_qgi
